"store_name","product_name","category_name","model_year","quantity","list_price"
"Santa Cruz Bikes","Electra Townie 7D (20-inch) - Boys' - 2017","Children Bicycles",2017,17,"339.99"
"Santa Cruz Bikes","Electra Townie Original 7D - 2017","Comfort Bicycles",2017,9,"489.99"
"Santa Cruz Bikes","Sun Bicycles Streamway 3 - 2017","Comfort Bicycles",2017,13,"551.99"
"Santa Cruz Bikes","Sun Bicycles Streamway - 2017","Comfort Bicycles",2017,25,"481.99"
"Santa Cruz Bikes","Sun Bicycles Streamway 7 - 2017","Comfort Bicycles",2017,7,"533.99"
"Santa Cruz Bikes","Sun Bicycles Cruz 3 - 2017","Comfort Bicycles",2017,30,"449.99"
"Santa Cruz Bikes","Sun Bicycles Cruz 7 - 2017","Comfort Bicycles",2017,20,"416.99"
"Santa Cruz Bikes","Sun Bicycles Cruz 3 - Women's - 2017","Comfort Bicycles",2017,15,"449.99"
"Santa Cruz Bikes","Sun Bicycles Cruz 7 - Women's - 2017","Comfort Bicycles",2017,30,"416.99"
"Santa Cruz Bikes","Sun Bicycles Drifter 7 - 2017","Comfort Bicycles",2017,1,"470.99"
"Santa Cruz Bikes","Sun Bicycles Drifter 7 - Women's - 2017","Comfort Bicycles",2017,11,"470.99"
"Santa Cruz Bikes","Trek 820 - 2018","Mountain Bikes",2018,17,"379.99"
"Santa Cruz Bikes","Trek Marlin 5 - 2018","Mountain Bikes",2018,24,"489.99"
"Santa Cruz Bikes","Trek Marlin 6 - 2018","Mountain Bikes",2018,3,"579.99"
"Santa Cruz Bikes","Trek Fuel EX 8 29 - 2018","Mountain Bikes",2018,10,"3199.99"
"Santa Cruz Bikes","Trek Marlin 7 - 2017/2018","Mountain Bikes",2018,24,"749.99"
"Santa Cruz Bikes","Trek Ticket S Frame - 2018","Mountain Bikes",2018,15,"1469.99"
"Santa Cruz Bikes","Trek X-Caliber 8 - 2018","Mountain Bikes",2018,12,"999.99"
"Santa Cruz Bikes","Trek Kids' Neko - 2018","Mountain Bikes",2018,17,"469.99"
"Santa Cruz Bikes","Trek Fuel EX 7 29 - 2018","Mountain Bikes",2018,23,"2499.99"
"Santa Cruz Bikes","Surly Krampus Frameset - 2018","Mountain Bikes",2018,19,"2499.99"
"Santa Cruz Bikes","Surly Troll Frameset - 2018","Mountain Bikes",2018,22,"2499.99"
"Santa Cruz Bikes","Trek Farley Carbon Frameset - 2018","Mountain Bikes",2018,8,"999.99"
"Santa Cruz Bikes","Surly Krampus - 2018","Mountain Bikes",2018,23,"1499.00"
"Santa Cruz Bikes","Trek Kids' Dual Sport - 2018","Mountain Bikes",2018,22,"469.99"
"Santa Cruz Bikes","Surly Big Fat Dummy Frameset - 2018","Mountain Bikes",2018,28,"469.99"
"Santa Cruz Bikes","Surly Pack Rat Frameset - 2018","Mountain Bikes",2018,12,"469.99"
"Santa Cruz Bikes","Surly ECR 27.5 - 2018","Mountain Bikes",2018,11,"1899.00"
"Santa Cruz Bikes","Trek X-Caliber 7 - 2018","Mountain Bikes",2018,21,"919.99"
"Santa Cruz Bikes","Trek Stache Carbon Frameset - 2018","Mountain Bikes",2018,22,"919.99"
"Santa Cruz Bikes","Heller Bloodhound Trail - 2018","Mountain Bikes",2018,20,"2599.00"
"Santa Cruz Bikes","Trek Procal AL Frameset - 2018","Mountain Bikes",2018,1,"1499.99"
"Santa Cruz Bikes","Trek Procaliber Frameset - 2018","Mountain Bikes",2018,9,"1499.99"
"Santa Cruz Bikes","Trek Remedy 27.5 C Frameset - 2018","Mountain Bikes",2018,26,"1499.99"
"Santa Cruz Bikes","Trek X-Caliber Frameset - 2018","Mountain Bikes",2018,15,"1499.99"
"Santa Cruz Bikes","Trek Procaliber 6 - 2018","Mountain Bikes",2018,12,"1799.99"
"Santa Cruz Bikes","Heller Shagamaw GX1 - 2018","Mountain Bikes",2018,12,"2599.00"
"Santa Cruz Bikes","Trek Fuel EX 5 Plus - 2018","Mountain Bikes",2018,6,"2249.99"
"Santa Cruz Bikes","Trek Remedy 7 27.5 - 2018","Mountain Bikes",2018,17,"2999.99"
"Santa Cruz Bikes","Trek Remedy 9.8 27.5 - 2018","Mountain Bikes",2018,3,"4999.99"
"Santa Cruz Bikes","Trek Stache 5 - 2018","Mountain Bikes",2018,21,"1599.99"
"Santa Cruz Bikes","Trek Fuel EX 8 29 XT - 2018","Mountain Bikes",2018,22,"3199.99"
"Santa Cruz Bikes","Trek Domane ALR 3 - 2018","Road Bikes",2018,19,"1099.99"
"Santa Cruz Bikes","Trek Domane ALR 4 Disc - 2018","Road Bikes",2018,7,"1549.99"
"Santa Cruz Bikes","Trek Domane ALR 5 Disc - 2018","Road Bikes",2018,5,"1799.99"
"Santa Cruz Bikes","Trek Domane SLR 6 - 2018","Road Bikes",2018,6,"4999.99"
"Santa Cruz Bikes","Trek Domane ALR 5 Gravel - 2018","Road Bikes",2018,8,"1799.99"
"Santa Cruz Bikes","Trek Domane SL 8 Disc - 2018","Road Bikes",2018,6,"5499.99"
"Santa Cruz Bikes","Trek Domane SLR 8 Disc - 2018","Road Bikes",2018,1,"7499.99"
"Santa Cruz Bikes","Trek Emonda SL 7 - 2018","Road Bikes",2018,22,"4499.99"
"Santa Cruz Bikes","Trek Domane ALR 4 Disc Women's - 2018","Road Bikes",2018,24,"1549.99"
"Santa Cruz Bikes","Trek Domane SL 5 Disc Women's - 2018","Road Bikes",2018,12,"2499.99"
"Santa Cruz Bikes","Trek Domane SL 7 Women's - 2018","Road Bikes",2018,25,"4999.99"
"Santa Cruz Bikes","Trek Domane SLR 6 Disc Women's - 2018","Road Bikes",2018,13,"5499.99"
"Santa Cruz Bikes","Trek Domane SLR 9 Disc - 2018","Road Bikes",2018,8,"11999.99"
"Santa Cruz Bikes","Trek Domane SL Frameset - 2018","Road Bikes",2018,13,"6499.99"
"Santa Cruz Bikes","Trek Domane SL Frameset Women's - 2018","Road Bikes",2018,25,"6499.99"
"Santa Cruz Bikes","Trek CrossRip 1 - 2018","Road Bikes",2018,11,"959.99"
"Santa Cruz Bikes","Trek Emonda ALR 6 - 2018","Road Bikes",2018,18,"2299.99"
"Santa Cruz Bikes","Trek Emonda SLR 6 - 2018","Road Bikes",2018,0,"4499.99"
"Santa Cruz Bikes","Surly ECR - 2018","Road Bikes",2018,17,"1899.00"
"Santa Cruz Bikes","Trek Emonda SL 6 Disc - 2018","Road Bikes",2018,14,"2999.99"
"Santa Cruz Bikes","Surly Pack Rat - 2018","Road Bikes",2018,0,"1349.00"
"Santa Cruz Bikes","Surly Straggler 650b - 2018","Road Bikes",2018,15,"1549.00"
"Santa Cruz Bikes","Trek 1120 - 2018","Road Bikes",2018,16,"2499.99"
"Santa Cruz Bikes","Trek Domane AL 2 Women's - 2018","Road Bikes",2018,23,"749.99"
"Santa Cruz Bikes","Surly ECR Frameset - 2018","Road Bikes",2018,28,"749.99"
"Santa Cruz Bikes","Surly Straggler - 2018","Road Bikes",2018,0,"1549.00"
"Santa Cruz Bikes","Trek Emonda SLR 8 - 2018","Road Bikes",2018,25,"6499.99"
"Santa Cruz Bikes","Trek CrossRip 2 - 2018","Road Bikes",2018,14,"1299.99"
"Santa Cruz Bikes","Trek Domane SL 6 - 2018","Road Bikes",2018,3,"3199.99"
"Santa Cruz Bikes","Trek Domane ALR Disc Frameset - 2018","Road Bikes",2018,3,"3199.99"
"Santa Cruz Bikes","Trek Domane ALR Frameset - 2018","Road Bikes",2018,2,"3199.99"
"Santa Cruz Bikes","Trek Domane SLR Disc Frameset - 2018","Road Bikes",2018,26,"3199.99"
"Santa Cruz Bikes","Trek Domane SLR Frameset - 2018","Road Bikes",2018,2,"3199.99"
"Santa Cruz Bikes","Trek Madone 9 Frameset - 2018","Road Bikes",2018,11,"3199.99"
"Santa Cruz Bikes","Trek Domane SLR 6 Disc - 2018","Road Bikes",2018,19,"5499.99"
"Santa Cruz Bikes","Trek Domane AL 2 - 2018","Road Bikes",2018,23,"749.99"
"Santa Cruz Bikes","Trek Domane AL 3 - 2018","Road Bikes",2018,16,"919.99"
"Santa Cruz Bikes","Trek Domane AL 3 Women's - 2018","Road Bikes",2018,5,"919.99"
"Santa Cruz Bikes","Trek Domane SL 5 - 2018","Road Bikes",2018,19,"2199.99"
"Santa Cruz Bikes","Trek Domane SL 5 Disc - 2018","Road Bikes",2018,28,"2499.99"
"Santa Cruz Bikes","Trek Domane SL 5 Women's - 2018","Road Bikes",2018,11,"2199.99"
"Santa Cruz Bikes","Trek Domane SL 6 Disc - 2018","Road Bikes",2018,4,"3499.99"
"Santa Cruz Bikes","Trek Conduit+ - 2018","Electric Bikes",2018,3,"2799.99"
"Santa Cruz Bikes","Trek CrossRip+ - 2018","Electric Bikes",2018,1,"4499.99"
"Santa Cruz Bikes","Trek Neko+ - 2018","Electric Bikes",2018,16,"2799.99"
"Santa Cruz Bikes","Trek XM700+ Lowstep - 2018","Electric Bikes",2018,30,"3499.99"
"Santa Cruz Bikes","Trek Lift+ Lowstep - 2018","Electric Bikes",2018,6,"2799.99"
"Santa Cruz Bikes","Trek Dual Sport+ - 2018","Electric Bikes",2018,21,"2799.99"
"Santa Cruz Bikes","Electra Loft Go! 8i - 2018","Electric Bikes",2018,21,"2799.99"
"Santa Cruz Bikes","Electra Townie Go! 8i - 2017/2018","Electric Bikes",2018,20,"2599.99"
"Santa Cruz Bikes","Trek Lift+ - 2018","Electric Bikes",2018,30,"2799.99"
"Santa Cruz Bikes","Trek XM700+ - 2018","Electric Bikes",2018,24,"3499.99"
"Santa Cruz Bikes","Electra Townie Go! 8i Ladies' - 2018","Electric Bikes",2018,1,"2599.99"
"Santa Cruz Bikes","Trek Verve+ - 2018","Electric Bikes",2018,26,"2299.99"
"Santa Cruz Bikes","Trek Verve+ Lowstep - 2018","Electric Bikes",2018,22,"2299.99"
"Santa Cruz Bikes","Electra Townie Commute Go! - 2018","Electric Bikes",2018,1,"2999.99"
"Santa Cruz Bikes","Electra Townie Commute Go! Ladies' - 2018","Electric Bikes",2018,2,"2999.99"
"Santa Cruz Bikes","Trek Powerfly 5 - 2018","Electric Bikes",2018,27,"3499.99"
"Santa Cruz Bikes","Trek Powerfly 5 FS - 2018","Electric Bikes",2018,16,"4499.99"
"Santa Cruz Bikes","Trek Powerfly 5 Women's - 2018","Electric Bikes",2018,5,"3499.99"
"Santa Cruz Bikes","Trek Powerfly 7 FS - 2018","Electric Bikes",2018,4,"4999.99"
"Santa Cruz Bikes","Trek Super Commuter+ 7 - 2018","Electric Bikes",2018,23,"3599.99"
"Santa Cruz Bikes","Trek Super Commuter+ 8S - 2018","Electric Bikes",2018,9,"4999.99"
"Santa Cruz Bikes","Trek Boone 5 Disc - 2018","Cyclocross Bicycles",2018,10,"3299.99"
"Santa Cruz Bikes","Trek Boone 7 Disc - 2018","Cyclocross Bicycles",2018,27,"3999.99"
"Santa Cruz Bikes","Trek Crockett 5 Disc - 2018","Cyclocross Bicycles",2018,13,"1799.99"
"Santa Cruz Bikes","Trek Crockett 7 Disc - 2018","Cyclocross Bicycles",2018,22,"2999.99"
"Santa Cruz Bikes","Surly Straggler - 2018","Cyclocross Bicycles",2018,25,"1549.00"
"Santa Cruz Bikes","Surly Straggler 650b - 2018","Cyclocross Bicycles",2018,13,"1549.00"
"Santa Cruz Bikes","Electra Townie Original 21D - 2018","Cruisers Bicycles",2018,17,"559.99"
"Santa Cruz Bikes","Electra Cruiser 1 - 2016/2017/2018","Cruisers Bicycles",2018,14,"269.99"
"Santa Cruz Bikes","Electra Tiger Shark 3i - 2018","Cruisers Bicycles",2018,4,"899.99"
"Santa Cruz Bikes","Electra Queen of Hearts 3i - 2018","Cruisers Bicycles",2018,1,"749.99"
"Santa Cruz Bikes","Electra Super Moto 8i - 2018","Cruisers Bicycles",2018,11,"899.99"
"Santa Cruz Bikes","Electra Straight 8 3i - 2018","Cruisers Bicycles",2018,11,"909.99"
"Santa Cruz Bikes","Electra Cruiser 7D - 2016/2017/2018","Cruisers Bicycles",2018,27,"319.99"
"Santa Cruz Bikes","Electra Moto 3i - 2018","Cruisers Bicycles",2018,30,"639.99"
"Santa Cruz Bikes","Electra Cruiser 1 Ladies' - 2018","Cruisers Bicycles",2018,4,"269.99"
"Santa Cruz Bikes","Electra Cruiser 7D Ladies' - 2016/2018","Cruisers Bicycles",2018,7,"319.99"
"Santa Cruz Bikes","Electra Cruiser 1 Tall - 2016/2018","Cruisers Bicycles",2018,12,"269.99"
"Santa Cruz Bikes","Electra Cruiser Lux 3i - 2018","Cruisers Bicycles",2018,3,"529.99"
"Santa Cruz Bikes","Electra Cruiser Lux 7D - 2018","Cruisers Bicycles",2018,16,"479.99"
"Santa Cruz Bikes","Electra Delivery 3i - 2016/2017/2018","Cruisers Bicycles",2018,24,"959.99"
"Santa Cruz Bikes","Electra Townie Original 21D EQ - 2017/2018","Cruisers Bicycles",2018,18,"679.99"
"Santa Cruz Bikes","Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018","Cruisers Bicycles",2018,19,"319.99"
"Santa Cruz Bikes","Electra Cruiser 7D Tall - 2016/2018","Cruisers Bicycles",2018,22,"319.99"
"Santa Cruz Bikes","Electra Cruiser Lux 1 - 2016/2018","Cruisers Bicycles",2018,27,"429.99"
"Santa Cruz Bikes","Electra Cruiser Lux 1 Ladies' - 2018","Cruisers Bicycles",2018,7,"429.99"
"Santa Cruz Bikes","Electra Cruiser Lux 3i Ladies' - 2018","Cruisers Bicycles",2018,25,"529.99"
"Santa Cruz Bikes","Electra Cruiser Lux 7D Ladies' - 2018","Cruisers Bicycles",2018,5,"479.99"
"Santa Cruz Bikes","Electra Cruiser Lux Fat Tire 7D - 2018","Cruisers Bicycles",2018,5,"639.99"
"Santa Cruz Bikes","Electra Daydreamer 3i Ladies' - 2018","Cruisers Bicycles",2018,13,"899.99"
"Santa Cruz Bikes","Electra Koa 3i Ladies' - 2018","Cruisers Bicycles",2018,7,"899.99"
"Santa Cruz Bikes","Electra Morningstar 3i Ladies' - 2018","Cruisers Bicycles",2018,18,"749.99"
"Santa Cruz Bikes","Electra Relic 3i - 2018","Cruisers Bicycles",2018,26,"849.99"
"Santa Cruz Bikes","Electra Townie Balloon 8D EQ - 2016/2017/2018","Cruisers Bicycles",2018,20,"749.99"
"Santa Cruz Bikes","Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018","Cruisers Bicycles",2018,28,"749.99"
"Santa Cruz Bikes","Electra Townie Commute 27D Ladies - 2018","Cruisers Bicycles",2018,17,"899.99"
"Santa Cruz Bikes","Electra Townie Commute 8D - 2018","Cruisers Bicycles",2018,17,"749.99"
"Santa Cruz Bikes","Electra Townie Commute 8D Ladies' - 2018","Cruisers Bicycles",2018,10,"699.99"
"Santa Cruz Bikes","Electra Townie Original 21D EQ Ladies' - 2018","Cruisers Bicycles",2018,11,"679.99"
"Santa Cruz Bikes","Electra Townie Original 21D Ladies' - 2018","Cruisers Bicycles",2018,10,"559.99"
"Santa Cruz Bikes","Electra Townie Original 3i EQ - 2017/2018","Cruisers Bicycles",2018,3,"659.99"
"Santa Cruz Bikes","Electra Townie Original 3i EQ Ladies' - 2018","Cruisers Bicycles",2018,0,"639.99"
"Santa Cruz Bikes","Electra Townie Original 7D EQ - 2018","Cruisers Bicycles",2018,15,"599.99"
"Santa Cruz Bikes","Electra Townie Original 7D EQ Ladies' - 2017/2018","Cruisers Bicycles",2018,14,"599.99"
"Santa Cruz Bikes","Electra White Water 3i - 2018","Cruisers Bicycles",2018,27,"749.99"
"Santa Cruz Bikes","Electra Townie Go! 8i - 2017/2018","Cruisers Bicycles",2018,3,"2599.99"
"Santa Cruz Bikes","Electra Townie Commute Go! - 2018","Cruisers Bicycles",2018,2,"2999.99"
"Santa Cruz Bikes","Electra Townie Commute Go! Ladies' - 2018","Cruisers Bicycles",2018,28,"2999.99"
"Santa Cruz Bikes","Electra Townie Go! 8i Ladies' - 2018","Cruisers Bicycles",2018,16,"2599.99"
"Santa Cruz Bikes","Electra Townie Balloon 3i EQ - 2017/2018","Cruisers Bicycles",2018,24,"749.99"
"Santa Cruz Bikes","Electra Townie Balloon 7i EQ Ladies' - 2017/2018","Cruisers Bicycles",2018,13,"899.99"
"Santa Cruz Bikes","Electra Townie Commute 27D - 2018","Cruisers Bicycles",2018,20,"899.99"
"Santa Cruz Bikes","Electra Amsterdam Fashion 3i Ladies' - 2017/2018","Cruisers Bicycles",2018,17,"899.99"
"Santa Cruz Bikes","Electra Amsterdam Royal 8i - 2017/2018","Cruisers Bicycles",2018,25,"1259.90"
"Santa Cruz Bikes","Electra Amsterdam Royal 8i Ladies - 2018","Cruisers Bicycles",2018,10,"1199.99"
"Santa Cruz Bikes","Electra Townie Balloon 3i EQ Ladies' - 2018","Cruisers Bicycles",2018,20,"799.99"
"Santa Cruz Bikes","Electra Townie Balloon 7i EQ - 2018","Cruisers Bicycles",2018,3,"899.99"
"Santa Cruz Bikes","Trek MT 201 - 2018","Children Bicycles",2018,6,"249.99"
"Santa Cruz Bikes","Strider Classic 12 Balance Bike - 2018","Children Bicycles",2018,21,"89.99"
